decision_id,decision_date,year,document_category,sanction_strength,monetary_amount,outcome_high_sanction,outcome_has_fine,outcome_has_publication,outcome_has_correction,outcome_has_recommendation,outcome_data_request_allowed,outcome_data_request_denied,issue_id,issue_label
8939,2024-07-24,2024,privacy_impact_review,0,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
8945,2024-07-24,2024,privacy_impact_review,0,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
8947,2024-07-24,2024,privacy_impact_review,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
8949,2024-07-24,2024,privacy_impact_review,0,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
8985,2024-06-12,2024,enforcement,4,3600000.0,1,1,1,1,0,0,0,10,피해구제·분쟁조정·과징금 활용
9059,2024-07-24,2024,enforcement,4,3600000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9091,2024-07-24,2024,enforcement,3,,1,1,0,0,0,1,1,10,피해구제·분쟁조정·과징금 활용
9103,2024-08-28,2024,data_provision_request,0,,0,0,0,0,1,1,0,10,피해구제·분쟁조정·과징금 활용
9105,2024-06-26,2024,enforcement,4,67788000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9129,2024-05-22,2024,enforcement,4,15141960000.0,1,1,0,1,0,0,0,10,피해구제·분쟁조정·과징금 활용
9137,2024-08-28,2024,enforcement,4,3000000.0,1,1,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9139,2024-08-28,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9149,2024-08-28,2024,enforcement,4,19000000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9163,2024-07-10,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9165,2024-07-10,2024,enforcement,4,1800000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9169,2024-07-10,2024,enforcement,2,,0,0,0,1,0,0,0,10,피해구제·분쟁조정·과징금 활용
9177,2024-07-24,2024,enforcement,4,4200000.0,1,1,1,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9179,2024-07-24,2024,enforcement,4,4200000.0,1,1,1,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9181,2024-07-24,2024,enforcement,4,4800000.0,1,1,1,1,1,0,0,10,피해구제·분쟁조정·과징금 활용
9183,2024-07-24,2024,enforcement,4,4200000.0,1,1,1,1,1,0,0,10,피해구제·분쟁조정·과징금 활용
9185,2024-07-24,2024,enforcement,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9187,2024-08-28,2024,enforcement,4,7800000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9189,2024-08-28,2024,enforcement,4,7200000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9191,2024-08-28,2024,enforcement,4,5400000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9193,2023-11-22,2023,enforcement,4,3600000.0,1,1,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9197,2024-06-12,2024,other,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9199,2024-06-12,2024,other,1,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9201,2024-03-27,2024,other,1,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9203,2024-03-27,2024,other,1,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9207,2023-10-11,2023,enforcement,2,,0,0,0,1,1,0,0,10,피해구제·분쟁조정·과징금 활용
9209,2024-03-27,2024,other,1,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9211,2024-08-28,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9219,2024-08-28,2024,enforcement,4,7200000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9225,2024-09-25,2024,enforcement,4,224000000.0,1,1,1,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9227,2024-09-25,2024,other,2,,0,0,0,1,1,1,1,10,피해구제·분쟁조정·과징금 활용
9229,2024-09-25,2024,enforcement,4,483000000.0,1,1,1,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9253,2024-07-24,2024,enforcement,4,1978000000.0,1,1,0,1,1,0,0,10,피해구제·분쟁조정·과징금 활용
9265,2024-10-23,2024,privacy_impact_review,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9267,2023-12-13,2023,other,0,,0,0,0,0,0,1,0,10,피해구제·분쟁조정·과징금 활용
9275,2024-10-23,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9277,2024-10-23,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9303,2024-11-13,2024,enforcement,4,193000000.0,1,1,0,1,1,0,0,10,피해구제·분쟁조정·과징금 활용
9309,2024-11-04,2024,enforcement,4,2700000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9311,2024-11-13,2024,enforcement,4,42800000.0,1,1,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9313,2024-11-04,2024,enforcement,4,5400000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9315,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9317,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9319,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9321,2024-11-04,2024,enforcement,4,7700000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9323,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9325,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9327,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9329,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9331,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9333,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9335,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9337,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9339,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9341,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9343,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9345,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9347,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9349,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9351,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9353,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9355,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9357,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9359,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9361,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9363,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9365,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9367,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9369,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9371,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9375,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9377,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9379,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9401,2024-10-23,2024,enforcement,2,,0,0,0,1,1,0,0,10,피해구제·분쟁조정·과징금 활용
9409,2024-11-13,2024,other,0,,0,0,0,0,0,1,0,10,피해구제·분쟁조정·과징금 활용
9411,2024-10-23,2024,enforcement,4,4200000.0,1,1,0,1,0,0,0,10,피해구제·분쟁조정·과징금 활용
9413,2024-10-23,2024,enforcement,4,3600000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9417,2024-11-04,2024,enforcement,4,9591000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9419,2024-11-04,2024,enforcement,4,51100000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9435,2024-09-25,2024,enforcement,4,725000000.0,1,1,0,1,1,0,0,10,피해구제·분쟁조정·과징금 활용
9439,2024-11-27,2024,other,0,,0,0,0,0,0,1,0,10,피해구제·분쟁조정·과징금 활용
9443,2024-09-25,2024,enforcement,4,379000000.0,1,1,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9447,2024-11-27,2024,enforcement,4,1800000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9449,2024-11-27,2024,enforcement,4,1800000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9451,2024-11-27,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9457,2024-11-27,2024,enforcement,4,4500000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9459,2024-12-11,2024,privacy_impact_review,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9471,2025-01-08,2025,privacy_impact_review,0,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9477,2024-09-25,2024,enforcement,4,7200000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9479,2024-09-25,2024,enforcement,4,6600000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9483,2024-11-04,2024,enforcement,4,3600000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9485,2024-11-04,2024,enforcement,4,8700000.0,1,1,0,1,0,0,0,10,피해구제·분쟁조정·과징금 활용
9487,2024-11-04,2024,enforcement,2,,0,0,0,1,0,0,0,10,피해구제·분쟁조정·과징금 활용
9489,2024-09-25,2024,enforcement,4,6300000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
949,2014-07-28,2014,data_provision_request,0,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9495,2025-01-08,2025,privacy_impact_review,0,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9531,2025-01-08,2025,enforcement,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9537,2022-09-14,2022,enforcement,4,30806000000.0,1,1,1,1,0,0,0,10,피해구제·분쟁조정·과징금 활용
9539,2024-08-28,2024,enforcement,4,3600000.0,1,1,1,1,1,0,0,10,피해구제·분쟁조정·과징금 활용
9541,2024-08-28,2024,enforcement,4,1800000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9545,2025-01-08,2025,enforcement,4,207000000.0,1,1,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
955,2017-10-16,2017,other,0,,0,0,0,0,0,0,1,10,피해구제·분쟁조정·과징금 활용
9563,2025-01-08,2025,enforcement,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9569,2025-01-08,2025,enforcement,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9575,2025-02-26,2025,privacy_impact_review,0,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9585,2025-02-12,2025,other,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9589,2025-02-12,2025,other,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9591,2025-02-12,2025,other,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9593,2025-02-12,2025,other,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9595,2025-02-12,2025,other,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9605,2025-01-22,2025,enforcement,4,1432000000.0,1,1,1,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
963,2017-09-25,2017,data_provision_request,0,,0,0,0,0,0,1,0,10,피해구제·분쟁조정·과징금 활용
9663,2025-03-12,2025,privacy_impact_review,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9665,2025-03-12,2025,privacy_impact_review,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9669,2022-06-08,2022,enforcement,4,10000000.0,1,1,1,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9671,2024-05-08,2024,enforcement,4,7504000000.0,1,1,1,1,0,0,0,10,피해구제·분쟁조정·과징금 활용
9673,2022-06-08,2022,enforcement,4,10000000.0,1,1,1,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9675,2024-05-08,2024,enforcement,4,7504000000.0,1,1,1,1,0,0,0,10,피해구제·분쟁조정·과징금 활용
9681,2025-01-08,2025,privacy_impact_review,0,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9683,2025-01-22,2025,enforcement,4,503000000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9713,2025-02-26,2025,other,1,,0,0,0,0,1,1,0,10,피해구제·분쟁조정·과징금 활용
9735,2021-01-27,2021,other,1,,0,0,0,0,1,1,0,10,피해구제·분쟁조정·과징금 활용
9789,2025-05-14,2025,privacy_impact_review,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
979,2018-06-25,2018,enforcement,0,,0,0,0,0,0,1,0,10,피해구제·분쟁조정·과징금 활용
9791,2025-05-14,2025,privacy_impact_review,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9795,2025-05-14,2025,enforcement,4,14400000.0,1,1,1,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9797,2025-05-14,2025,enforcement,4,7500000.0,1,1,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9799,2025-05-28,2025,privacy_impact_review,0,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9807,2025-04-09,2025,other,0,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9813,2025-03-26,2025,other,0,,0,0,0,0,0,0,1,10,피해구제·분쟁조정·과징금 활용
9829,2025-05-14,2025,enforcement,2,,0,0,0,1,0,0,0,10,피해구제·분쟁조정·과징금 활용
9831,2025-05-14,2025,enforcement,4,12000000.0,1,1,1,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9833,2025-05-14,2025,enforcement,2,,0,0,0,1,0,0,0,10,피해구제·분쟁조정·과징금 활용
9835,2025-05-15,2025,other,0,,0,0,0,0,0,1,0,10,피해구제·분쟁조정·과징금 활용
9859,2025-06-25,2025,enforcement,4,4200000.0,1,1,1,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9861,2025-06-25,2025,enforcement,4,1800000.0,1,1,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9863,2025-06-25,2025,enforcement,4,1800000.0,1,1,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9865,2025-06-11,2025,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9867,2025-06-11,2025,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9869,2025-06-11,2025,public_system_inspection,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
987,2018-04-23,2018,public_system_inspection,0,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9871,2025-03-12,2025,enforcement,4,4800000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9873,2025-04-23,2025,enforcement,4,1800000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9875,2025-04-23,2025,enforcement,4,5400000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9877,2025-03-12,2025,enforcement,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9879,2025-03-12,2025,enforcement,4,2400000.0,1,1,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9881,2024-11-04,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9883,2025-04-09,2025,enforcement,4,2700000.0,1,1,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9885,2025-03-12,2025,enforcement,4,1200000.0,1,1,0,1,0,0,0,10,피해구제·분쟁조정·과징금 활용
9887,2025-03-12,2025,enforcement,4,5400000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9889,2025-04-23,2025,enforcement,4,5400000.0,1,1,1,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
989,2014-05-26,2014,other,1,,0,0,0,0,1,0,0,10,피해구제·분쟁조정·과징금 활용
9891,2025-04-23,2025,other,1,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9893,2024-10-23,2024,enforcement,4,105173000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9895,2025-07-09,2025,privacy_impact_review,0,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9901,2025-07-09,2025,privacy_impact_review,0,,0,0,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9905,2025-02-12,2025,enforcement,4,1800000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9909,2024-10-23,2024,enforcement,4,18000000.0,1,1,1,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9911,2024-10-23,2024,enforcement,4,18000000.0,1,1,1,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9917,2025-02-12,2025,enforcement,4,2700000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9939,2024-06-12,2024,enforcement,4,2100000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9941,2024-06-12,2024,enforcement,4,6000000.0,1,1,1,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9943,2024-10-23,2024,enforcement,4,4200000.0,1,1,1,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9945,2025-04-23,2025,enforcement,4,2100000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9947,2024-10-23,2024,enforcement,4,3600000.0,1,1,1,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9949,2025-04-23,2025,enforcement,4,2100000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9951,2025-05-14,2025,enforcement,4,7200000.0,1,1,1,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9953,2025-05-14,2025,enforcement,4,1800000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
9967,2025-05-14,2025,other,4,700000000.0,1,1,0,1,0,0,0,10,피해구제·분쟁조정·과징금 활용
9971,2025-05-14,2025,other,4,879000000.0,1,1,0,1,0,0,0,10,피해구제·분쟁조정·과징금 활용
9973,2025-06-25,2025,other,4,100000000.0,1,1,0,0,0,0,0,10,피해구제·분쟁조정·과징금 활용
10007,2025-06-25,2025,other,0,,0,0,0,0,0,1,0,11,업권별 반복 유출·위반 리스크
10009,2025-07-23,2025,enforcement,4,98000000.0,1,1,1,0,0,0,0,11,업권별 반복 유출·위반 리스크
10011,2025-07-09,2025,data_provision_request,0,,0,0,0,0,0,1,0,11,업권별 반복 유출·위반 리스크
10013,2025-07-23,2025,other,0,,0,0,0,0,0,0,1,11,업권별 반복 유출·위반 리스크
10017,2025-07-23,2025,enforcement,2,,0,0,0,1,0,1,1,11,업권별 반복 유출·위반 리스크
10019,2025-07-23,2025,enforcement,4,1200000.0,1,1,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10021,2025-07-23,2025,other,4,100000000.0,1,1,0,1,0,0,0,11,업권별 반복 유출·위반 리스크
10027,2025-08-13,2025,privacy_impact_review,0,,0,0,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10045,2025-08-13,2025,privacy_impact_review,0,,0,0,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10047,2025-08-13,2025,privacy_impact_review,0,,0,0,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10049,2025-06-11,2025,enforcement,4,4500000.0,1,1,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
1005,2014-05-12,2014,complaint_or_interpretation,1,,0,0,0,0,1,0,0,11,업권별 반복 유출·위반 리스크
10051,2025-08-13,2025,privacy_impact_review,0,,0,0,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10053,2025-06-11,2025,enforcement,4,1200000.0,1,1,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
1007,2014-06-23,2014,enforcement,0,,0,0,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10071,2025-02-12,2025,enforcement,4,1477000000.0,1,1,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10081,2025-06-11,2025,enforcement,4,623000000.0,1,1,1,1,1,0,0,11,업권별 반복 유출·위반 리스크
10083,2025-06-11,2025,enforcement,4,343000000.0,1,1,1,1,1,0,0,11,업권별 반복 유출·위반 리스크
10087,2025-03-26,2025,enforcement,4,600000.0,1,1,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10089,2025-03-26,2025,enforcement,1,,0,0,0,0,1,0,0,11,업권별 반복 유출·위반 리스크
1009,2014-08-25,2014,other,0,,0,0,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10093,2025-06-11,2025,enforcement,4,80000000.0,1,1,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10097,2025-09-10,2025,other,0,,0,0,0,0,0,1,0,11,업권별 반복 유출·위반 리스크
10099,2025-06-11,2025,enforcement,2,,0,0,0,1,0,0,0,11,업권별 반복 유출·위반 리스크
10101,2025-07-09,2025,enforcement,4,1391000000.0,1,1,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10103,2025-06-11,2025,enforcement,4,32423000.0,1,1,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10105,2025-07-09,2025,enforcement,4,23000000.0,1,1,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10107,2025-09-10,2025,enforcement,4,13500000.0,1,1,1,0,0,0,0,11,업권별 반복 유출·위반 리스크
1011,2017-06-26,2017,enforcement,0,,0,0,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10119,2025-09-24,2025,other,0,,0,0,0,0,0,1,0,11,업권별 반복 유출·위반 리스크
10123,2025-09-24,2025,data_provision_request,0,,0,0,0,0,0,1,0,11,업권별 반복 유출·위반 리스크
10131,2025-08-27,2025,enforcement,4,134791000000.0,1,1,1,1,1,0,0,11,업권별 반복 유출·위반 리스크
10133,2025-09-10,2025,enforcement,1,,0,0,0,0,1,0,0,11,업권별 반복 유출·위반 리스크
10135,2025-09-10,2025,enforcement,1,,0,0,0,0,1,0,0,11,업권별 반복 유출·위반 리스크
10137,2025-09-10,2025,enforcement,1,,0,0,0,0,1,0,0,11,업권별 반복 유출·위반 리스크
10141,2025-07-23,2025,public_system_inspection,1,,0,0,0,0,1,0,0,11,업권별 반복 유출·위반 리스크
10143,2025-07-23,2025,public_system_inspection,1,,0,0,0,0,1,0,0,11,업권별 반복 유출·위반 리스크
10145,2025-07-23,2025,public_system_inspection,1,,0,0,0,0,1,0,0,11,업권별 반복 유출·위반 리스크
10147,2025-07-23,2025,public_system_inspection,1,,0,0,0,0,1,0,0,11,업권별 반복 유출·위반 리스크
10149,2025-07-23,2025,public_system_inspection,1,,0,0,0,0,1,0,0,11,업권별 반복 유출·위반 리스크
1015,2017-06-12,2017,other,0,,0,0,0,0,0,1,0,11,업권별 반복 유출·위반 리스크
10165,2025-10-22,2025,enforcement,4,2400000.0,1,1,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10167,2025-09-24,2025,enforcement,1,,0,0,0,0,1,0,0,11,업권별 반복 유출·위반 리스크
1017,2012-06-11,2012,other,0,,0,0,0,0,1,0,0,11,업권별 반복 유출·위반 리스크
10173,2025-11-20,2025,enforcement,4,600000.0,1,1,0,1,0,0,0,11,업권별 반복 유출·위반 리스크
10175,2025-11-20,2025,enforcement,2,,0,0,0,1,0,0,0,11,업권별 반복 유출·위반 리스크
10177,2025-11-20,2025,enforcement,2,,0,0,0,1,0,0,0,11,업권별 반복 유출·위반 리스크
10179,2025-11-20,2025,enforcement,2,,0,0,0,1,0,0,0,11,업권별 반복 유출·위반 리스크
10183,2025-10-22,2025,data_provision_request,0,,0,0,0,0,0,1,0,11,업권별 반복 유출·위반 리스크
10185,2025-11-20,2025,data_provision_request,0,,0,0,0,0,0,1,0,11,업권별 반복 유출·위반 리스크
10187,2025-11-20,2025,other,0,,0,0,0,0,0,1,0,11,업권별 반복 유출·위반 리스크
10189,2025-11-26,2025,enforcement,4,3600000.0,1,1,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
1019,2017-07-10,2017,other,0,,0,0,0,0,0,1,0,11,업권별 반복 유출·위반 리스크
10191,2025-11-26,2025,enforcement,4,9600000.0,1,1,0,1,0,0,0,11,업권별 반복 유출·위반 리스크
10193,2025-10-22,2025,other,0,,0,0,0,0,0,1,0,11,업권별 반복 유출·위반 리스크
10195,2025-11-26,2025,other,0,,0,0,0,0,0,1,0,11,업권별 반복 유출·위반 리스크
10199,2025-12-10,2025,privacy_impact_review,0,,0,0,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10203,2025-12-10,2025,privacy_impact_review,0,,0,0,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
1021,2017-07-10,2017,other,0,,0,0,0,0,0,0,0,11,업권별 반복 유출·위반 리스크
10211,2025-11-20,2025,enforcement,2,,0,0,1,0,1,0,0,11,업권별 반복 유출·위반 리스크
10213,2025-11-20,2025,enforcement,2,,0,0,1,0,1,0,0,11,업권별 반복 유출·위반 리스크
10215,2025-11-20,2025,enforcement,2,,0,0,1,0,1,0,0,11,업권별 반복 유출·위반 리스크
10217,2025-11-20,2025,enforcement,2,,0,0,1,0,1,0,0,11,업권별 반복 유출·위반 리스크
