decision_id,decision_date,year,document_category,sanction_strength,monetary_amount,outcome_high_sanction,outcome_has_fine,outcome_has_publication,outcome_has_correction,outcome_has_recommendation,outcome_data_request_allowed,outcome_data_request_denied,issue_id,issue_label
6691,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6693,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6695,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6697,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6699,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6701,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6703,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6705,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6707,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6709,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6711,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6713,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6715,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6717,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6719,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6721,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6723,2024-02-14,2024,enforcement,4,4500000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
6725,2024-02-14,2024,enforcement,4,5400000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
6727,2024-02-14,2024,enforcement,4,5400000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
6729,2024-02-14,2024,enforcement,4,3600000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
6731,2024-02-14,2024,enforcement,4,5400000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
6733,2024-02-14,2024,enforcement,4,4500000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
6735,2024-02-14,2024,enforcement,4,3600000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
6737,2024-02-14,2024,enforcement,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
6745,2024-02-14,2024,enforcement,1,,0,0,0,0,0,0,0,3,안전조치 충분성·인과관계
6747,2024-02-14,2024,enforcement,1,,0,0,0,0,0,0,0,3,안전조치 충분성·인과관계
6913,2024-07-10,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
6915,2024-06-12,2024,enforcement,4,6000000.0,1,1,0,0,1,0,0,3,안전조치 충분성·인과관계
6955,2024-04-24,2024,enforcement,4,5400000.0,1,1,0,0,1,0,0,3,안전조치 충분성·인과관계
6959,2024-04-24,2024,enforcement,4,1000000.0,1,1,0,1,1,0,0,3,안전조치 충분성·인과관계
7007,2024-06-12,2024,enforcement,4,3600000.0,1,1,1,1,0,0,0,3,안전조치 충분성·인과관계
713,2022-03-23,2022,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7139,2024-06-26,2024,enforcement,4,67788000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7153,2024-05-22,2024,enforcement,4,15141960000.0,1,1,0,1,0,0,0,3,안전조치 충분성·인과관계
7165,2024-08-28,2024,enforcement,4,3000000.0,1,1,0,0,1,0,0,3,안전조치 충분성·인과관계
719,2022-03-23,2022,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7197,2024-07-24,2024,enforcement,4,4200000.0,1,1,1,0,1,0,0,3,안전조치 충분성·인과관계
7201,2024-07-24,2024,enforcement,4,4200000.0,1,1,1,1,1,0,0,3,안전조치 충분성·인과관계
7203,2024-07-24,2024,enforcement,4,4200000.0,1,1,1,0,1,0,0,3,안전조치 충분성·인과관계
7205,2024-07-24,2024,enforcement,4,4800000.0,1,1,1,1,1,0,0,3,안전조치 충분성·인과관계
7209,2024-08-28,2024,enforcement,4,7200000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
721,2022-03-23,2022,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7211,2024-08-28,2024,enforcement,4,5400000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7215,2024-08-28,2024,enforcement,4,7800000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7219,2024-06-12,2024,other,1,,0,0,0,0,0,0,0,3,안전조치 충분성·인과관계
7221,2024-06-12,2024,other,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7223,2024-03-27,2024,other,1,,0,0,0,0,0,0,0,3,안전조치 충분성·인과관계
7225,2024-03-27,2024,other,1,,0,0,0,0,0,0,0,3,안전조치 충분성·인과관계
7227,2024-03-27,2024,other,1,,0,0,0,0,0,0,0,3,안전조치 충분성·인과관계
7229,2024-03-27,2024,other,1,,0,0,0,0,0,0,0,3,안전조치 충분성·인과관계
723,2022-03-23,2022,enforcement,4,5400000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7231,2024-03-27,2024,other,1,,0,0,0,0,0,0,0,3,안전조치 충분성·인과관계
7237,2024-03-27,2024,other,1,,0,0,0,0,0,0,0,3,안전조치 충분성·인과관계
7241,2024-08-28,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7247,2024-08-28,2024,enforcement,4,7200000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7251,2024-09-25,2024,enforcement,4,483000000.0,1,1,1,0,1,0,0,3,안전조치 충분성·인과관계
731,2022-03-23,2022,enforcement,4,4800000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7329,2024-11-13,2024,enforcement,4,42800000.0,1,1,0,0,1,0,0,3,안전조치 충분성·인과관계
7331,2024-11-13,2024,enforcement,4,193000000.0,1,1,0,1,1,0,0,3,안전조치 충분성·인과관계
7333,2024-11-04,2024,enforcement,4,5400000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7335,2024-11-04,2024,enforcement,4,2700000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7337,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7339,2024-11-04,2024,enforcement,4,7700000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7341,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7343,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7345,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7347,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7349,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
735,2022-03-23,2022,enforcement,4,4800000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7351,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7353,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7355,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7357,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7359,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7361,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7363,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7365,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7367,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7369,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7371,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7373,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7375,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7377,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7379,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7381,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7383,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7385,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7387,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7389,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7391,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7393,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7395,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7397,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
7403,2024-09-11,2024,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
741,2022-03-23,2022,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7427,2024-10-23,2024,enforcement,2,,0,0,0,1,1,0,0,3,안전조치 충분성·인과관계
7429,2024-10-23,2024,enforcement,4,3600000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
743,2022-03-23,2022,enforcement,4,9000000.0,1,1,1,1,0,0,0,3,안전조치 충분성·인과관계
7439,2024-11-04,2024,enforcement,4,51100000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7441,2024-11-04,2024,enforcement,4,9591000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
745,2022-02-23,2022,enforcement,4,129790000.0,1,1,1,1,0,0,0,3,안전조치 충분성·인과관계
7459,2024-09-25,2024,enforcement,4,725000000.0,1,1,0,1,1,0,0,3,안전조치 충분성·인과관계
7469,2024-11-27,2024,enforcement,4,1800000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
747,2022-03-23,2022,enforcement,4,10000000.0,1,1,1,1,0,0,0,3,안전조치 충분성·인과관계
7473,2024-11-27,2024,enforcement,4,1800000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7479,2024-11-27,2024,enforcement,4,4500000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
749,2022-03-23,2022,enforcement,4,13000000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
7491,2023-10-11,2023,enforcement,4,6000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7493,2023-10-25,2023,enforcement,4,33713000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7495,2023-10-25,2023,enforcement,4,12509000.0,1,1,0,1,0,0,0,3,안전조치 충분성·인과관계
7497,2023-10-25,2023,enforcement,4,150987000.0,1,1,0,1,0,0,0,3,안전조치 충분성·인과관계
753,2022-03-23,2022,enforcement,4,6000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
755,2022-03-23,2022,enforcement,4,9000000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
757,2022-03-23,2022,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7571,2023-05-24,2023,enforcement,4,3600000.0,1,1,1,1,0,0,0,3,안전조치 충분성·인과관계
7573,2023-05-24,2023,enforcement,2,,0,0,1,1,0,0,0,3,안전조치 충분성·인과관계
7575,2023-05-24,2023,enforcement,4,4200000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
7577,2023-05-24,2023,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7579,2023-05-24,2023,enforcement,4,3600000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
7581,2023-05-24,2023,enforcement,4,7800000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
7583,2023-05-24,2023,enforcement,4,7800000.0,1,1,1,1,0,0,0,3,안전조치 충분성·인과관계
7585,2023-05-24,2023,enforcement,4,4200000.0,1,1,1,1,0,0,0,3,안전조치 충분성·인과관계
7587,2023-05-24,2023,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7589,2023-05-24,2023,enforcement,4,7800000.0,1,1,1,1,0,0,0,3,안전조치 충분성·인과관계
759,2022-03-23,2022,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
7591,2023-05-24,2023,enforcement,4,6000000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
761,2022-03-23,2022,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
77,2022-03-23,2022,enforcement,4,12500000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
7759,2024-01-24,2024,enforcement,4,8400000.0,1,1,1,0,1,0,0,3,안전조치 충분성·인과관계
7769,2024-01-24,2024,enforcement,4,8400000.0,1,1,1,0,1,0,0,3,안전조치 충분성·인과관계
7883,2023-10-25,2023,enforcement,4,906000000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
7939,2023-12-13,2023,enforcement,4,6600000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
7943,2023-12-13,2023,enforcement,4,7800000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8005,2023-07-26,2023,enforcement,4,21600000.0,1,1,1,0,1,0,0,3,안전조치 충분성·인과관계
8009,2023-07-26,2023,enforcement,4,7200000.0,1,1,1,0,1,0,0,3,안전조치 충분성·인과관계
8011,2023-07-26,2023,enforcement,4,16800000.0,1,1,1,0,1,0,0,3,안전조치 충분성·인과관계
8013,2023-07-26,2023,enforcement,4,10800000.0,1,1,1,0,1,0,0,3,안전조치 충분성·인과관계
8017,2023-07-26,2023,enforcement,4,4200000.0,1,1,1,0,1,0,0,3,안전조치 충분성·인과관계
8023,2023-07-26,2023,enforcement,4,4200000.0,1,1,1,0,1,0,0,3,안전조치 충분성·인과관계
8077,2024-03-27,2024,enforcement,4,613000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8205,2022-09-14,2022,enforcement,4,11400000.0,1,1,1,1,0,0,0,3,안전조치 충분성·인과관계
8209,2022-09-14,2022,enforcement,4,10200000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8211,2022-09-14,2022,enforcement,4,7200000.0,1,1,1,1,0,0,0,3,안전조치 충분성·인과관계
8213,2022-09-14,2022,enforcement,4,3600000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8215,2022-11-16,2022,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8217,2022-09-14,2022,enforcement,4,10000000.0,1,1,0,1,0,0,0,3,안전조치 충분성·인과관계
8219,2022-11-16,2022,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8221,2022-11-16,2022,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8223,2022-11-16,2022,enforcement,4,9000000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8225,2022-11-16,2022,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8243,2022-12-14,2022,enforcement,4,3600000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8245,2022-12-14,2022,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8247,2022-12-14,2022,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8249,2022-12-14,2022,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8251,2022-12-14,2022,enforcement,4,6600000.0,1,1,1,1,0,0,0,3,안전조치 충분성·인과관계
8253,2022-12-14,2022,enforcement,4,3600000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8257,2022-09-28,2022,enforcement,4,3600000.0,1,1,1,1,0,0,0,3,안전조치 충분성·인과관계
8259,2022-06-08,2022,enforcement,4,7800000.0,1,1,0,1,0,0,0,3,안전조치 충분성·인과관계
8261,2022-06-08,2022,enforcement,4,6000000.0,1,1,0,1,0,0,0,3,안전조치 충분성·인과관계
8271,2023-03-22,2023,enforcement,4,10200000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8273,2023-03-22,2023,enforcement,4,98000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8275,2023-03-22,2023,enforcement,4,6000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8277,2023-03-22,2023,enforcement,4,12000000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8279,2023-06-14,2023,enforcement,4,6600000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8281,2023-06-14,2023,enforcement,4,9600000.0,1,1,1,1,0,0,0,3,안전조치 충분성·인과관계
8285,2023-03-22,2023,enforcement,4,,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8287,2021-06-23,2021,enforcement,4,14000000.0,1,1,0,1,0,0,0,3,안전조치 충분성·인과관계
8289,2023-06-27,2023,enforcement,4,6600000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8291,2023-07-12,2023,enforcement,2,,0,0,0,1,0,0,0,3,안전조치 충분성·인과관계
8295,2023-07-12,2023,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8325,2022-06-14,2022,enforcement,4,3600000.0,1,1,1,1,0,0,0,3,안전조치 충분성·인과관계
8329,2023-06-14,2023,enforcement,4,4200000.0,1,1,1,1,0,0,0,3,안전조치 충분성·인과관계
8331,2023-07-26,2023,enforcement,4,3600000.0,1,1,1,1,1,0,0,3,안전조치 충분성·인과관계
8333,2023-06-14,2023,enforcement,4,11000000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8335,2023-07-26,2023,enforcement,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8337,2023-06-28,2023,enforcement,4,11400000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8339,2023-07-26,2023,enforcement,4,4200000.0,1,1,1,1,1,0,0,3,안전조치 충분성·인과관계
8341,2023-07-26,2023,enforcement,4,4200000.0,1,1,1,1,1,0,0,3,안전조치 충분성·인과관계
8363,2023-10-11,2023,enforcement,4,7996000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8375,2023-10-11,2023,enforcement,4,224000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8379,2023-11-22,2023,enforcement,4,227898000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8389,2023-11-22,2023,enforcement,2,,0,0,0,1,0,0,0,3,안전조치 충분성·인과관계
8391,2023-11-22,2023,enforcement,2,,0,0,0,1,0,0,0,3,안전조치 충분성·인과관계
8395,2023-12-13,2023,enforcement,4,3600000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8399,2023-12-13,2023,enforcement,4,4500000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8407,2023-12-13,2023,enforcement,4,6300000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8411,2023-12-13,2023,enforcement,4,5400000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8413,2023-12-13,2023,enforcement,4,600000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8415,2023-12-13,2023,enforcement,4,6300000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8417,2024-01-10,2024,enforcement,4,4200000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8419,2024-01-10,2024,enforcement,4,4200000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8423,2023-12-27,2023,enforcement,4,7200000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8425,2023-12-27,2023,enforcement,4,2700000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8427,2023-12-27,2023,enforcement,4,1800000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8429,2024-01-10,2024,enforcement,4,7500000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8473,2024-02-14,2024,enforcement,4,3600000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8475,2024-02-14,2024,enforcement,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8477,2024-02-14,2024,enforcement,4,1200000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8479,2024-03-13,2024,enforcement,4,152197000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8481,2024-01-10,2024,other,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8483,2024-03-13,2024,enforcement,4,12509000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8487,2024-03-13,2024,enforcement,4,174380000.0,1,1,1,0,1,0,0,3,안전조치 충분성·인과관계
8489,2024-01-10,2024,other,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8491,2024-01-10,2024,other,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8493,2024-01-10,2024,other,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8495,2024-01-10,2024,other,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8497,2024-04-24,2024,enforcement,4,1800000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8499,2024-04-24,2024,enforcement,4,6900000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8501,2024-01-10,2024,other,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8503,2024-04-24,2024,enforcement,4,5400000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8505,2024-04-24,2024,enforcement,2,,0,0,0,1,0,0,0,3,안전조치 충분성·인과관계
8507,2024-04-24,2024,enforcement,4,7200000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8509,2024-04-24,2024,enforcement,4,7200000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8511,2024-04-24,2024,enforcement,4,6600000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8513,2024-05-08,2024,enforcement,4,4500000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8515,2024-05-08,2024,enforcement,4,1800000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8517,2024-04-24,2024,enforcement,4,6000000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8519,2024-05-08,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8521,2024-05-08,2024,enforcement,4,3600000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8527,2024-05-08,2024,enforcement,4,1800000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8545,2024-05-08,2024,enforcement,4,3000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8597,2024-04-24,2024,enforcement,4,82996000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8599,2024-04-24,2024,enforcement,4,64193000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8601,2024-04-24,2024,enforcement,4,15242000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8603,2024-04-24,2024,enforcement,4,12000000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8605,2024-04-24,2024,enforcement,4,4500000.0,1,1,1,0,0,0,0,3,안전조치 충분성·인과관계
8609,2024-02-14,2024,enforcement,4,126000000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8665,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8667,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8669,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8671,2023-12-27,2023,enforcement,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8673,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8675,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8677,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8679,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8681,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8683,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8685,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8687,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8689,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8691,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8693,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8695,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8697,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8699,2023-12-27,2023,public_system_inspection,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
8701,2024-02-14,2024,enforcement,4,5400000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8703,2024-02-14,2024,enforcement,4,4500000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8705,2024-02-14,2024,enforcement,4,5400000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8707,2024-02-14,2024,enforcement,4,4500000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8709,2024-02-14,2024,enforcement,4,3600000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8711,2024-02-14,2024,enforcement,4,5400000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8713,2024-02-14,2024,enforcement,4,3600000.0,1,1,0,0,0,0,0,3,안전조치 충분성·인과관계
8717,2024-02-14,2024,enforcement,1,,0,0,0,0,1,0,0,3,안전조치 충분성·인과관계
